text,intent,entities
"Which city has better weather, Singapore or Sydney?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
"Which is warmer, New York or San Francisco?",weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
How does the weather in my location compare to London?,weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
Weather contrast between Tokyo and Moscow,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Moscow'}"
Compare temperatures in Singapore and Paris,weather_comparison,"{'location1': 'Singapore', 'location2': 'Paris'}"
Compare temperatures in London and Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
Compare current conditions in Sydney and current location,weather_comparison,"{'location1': 'Sydney', 'location2': 'current location'}"
Rain forecast for Sydney,precipitation_query,{'location': 'Sydney'}
How's the weather different in Amsterdam vs Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
Is there any chance of rain in my location?,precipitation_query,{'location': 'my location'}
Compare current conditions in San Francisco and Tokyo,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Tokyo'}"
Temperature comparison between here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
Tell me the weather forecast for Amsterdam,weather_forecast,{'location': 'Amsterdam'}
Compare weather in Paris and here,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
"Which is colder, my location or Tokyo?",weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
Weather difference between Seoul and Amsterdam,weather_comparison,"{'location1': 'Seoul', 'location2': 'Amsterdam'}"
"Which is warmer, San Francisco or current location?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'current location'}"
How do temperatures compare in Paris and Berlin?,weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
"Which is colder, Dubai or New York?",weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
Weather difference between Paris and London,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which is warmer, Amsterdam or Moscow?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Moscow'}"
"Which is colder, Seoul or New York?",weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Weather comparison: Amsterdam versus New York,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'New York'}"
How does the weather in Mumbai compare to Seoul?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
What's the current temperature in Tokyo?,temperature_query,{'location': 'Tokyo'}
Compare current conditions in Amsterdam and Sydney,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
Weather difference between Seoul and London,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
Weather contrast between Paris and current location,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
Compare current conditions in Rome and here,weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
What's the weather difference between current location and my location?,weather_comparison,"{'location1': 'current location', 'location2': 'my location'}"
How do temperatures compare in London and Toronto?,weather_comparison,"{'location1': 'London', 'location2': 'Toronto'}"
Temperature comparison between Paris and my location,weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
Temperature comparison between Berlin and Toronto,weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
What's the weather going to be like in Dubai tomorrow?,weather_forecast,{'location': 'Dubai'}
Compare current conditions in Tokyo and current location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'current location'}"
Weather contrast between Paris and Rome,weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
How does the weather in Tokyo compare to San Francisco?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'San Francisco'}"
"Which is colder, Dubai or Mumbai?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
"Which city has better weather, Sydney or London?",weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
Compare weather in Toronto and Dubai,weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
Compare current conditions in here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
What's the weather difference between Tokyo and here?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
"Which is warmer, Toronto or Amsterdam?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Amsterdam'}"
Compare weather in London and Tokyo,weather_comparison,"{'location1': 'London', 'location2': 'Tokyo'}"
What's the weather difference between Singapore and London?,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
"Which is warmer, Toronto or Tokyo?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Compare current conditions in Mumbai and London,weather_comparison,"{'location1': 'Mumbai', 'location2': 'London'}"
"Which is colder, Toronto or Tokyo?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Tokyo'}"
Compare current conditions in Mumbai and my location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
"Which city has better weather, Amsterdam or Seoul?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
Compare current conditions in current location and Mumbai,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
Compare current conditions in New York and London,weather_comparison,"{'location1': 'New York', 'location2': 'London'}"
Weather contrast between current location and San Francisco,weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
"Which is warmer, Singapore or San Francisco?",weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
Forecast for Rome,weather_forecast,{'location': 'Rome'}
Compare temperatures in here and Amsterdam,weather_comparison,"{'location1': 'here', 'location2': 'Amsterdam'}"
How's the weather different in Berlin vs Paris?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Paris'}"
Weather difference between here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
What's the weather difference between San Francisco and Mumbai?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Weather prediction for London,weather_forecast,{'location': 'London'}
How do temperatures compare in my location and San Francisco?,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Compare current conditions in Amsterdam and Rome,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
How do temperatures compare in my location and current location?,weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
"Which is colder, Paris or Sydney?",weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Temperature comparison between Amsterdam and Dubai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
What's the weather like in Amsterdam?,current_weather,{'location': 'Amsterdam'}
"Which is colder, Tokyo or my location?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
How's the weather different in Seoul vs London?,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
"Which is colder, Seoul or my location?",weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
What's the chance of snow in Singapore?,precipitation_query,{'location': 'Singapore'}
Weather comparison: Tokyo versus Seoul,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
How's the weather different in Berlin vs my location?,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Weather conditions in Rome,current_weather,{'location': 'Rome'}
"Which city has better weather, my location or London?",weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
What's the weather prediction for New York?,weather_forecast,{'location': 'New York'}
Weather comparison: Sydney versus Moscow,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
Weather contrast between San Francisco and Rome,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Rome'}"
"Which is colder, Rome or here?",weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
How does the weather in Seoul compare to Singapore?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
How does the weather in Paris compare to current location?,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
"Which city has better weather, Toronto or Paris?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Paris'}"
Compare current conditions in Berlin and London,weather_comparison,"{'location1': 'Berlin', 'location2': 'London'}"
Weather contrast between San Francisco and my location,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
Weather comparison: here versus my location,weather_comparison,"{'location1': 'here', 'location2': 'my location'}"
"Which city has better weather, Seoul or my location?",weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
"Which city has better weather, London or San Francisco?",weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
What's the weather difference between Seoul and London?,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
How does the weather in San Francisco compare to here?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
Weather difference between Sydney and Dubai,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
Compare current conditions in current location and here,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Compare temperatures in Dubai and Toronto,weather_comparison,"{'location1': 'Dubai', 'location2': 'Toronto'}"
Weather comparison: Mumbai versus San Francisco,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
How's the weather different in Moscow vs current location?,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
Weather comparison: San Francisco versus New York,weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
How do temperatures compare in Berlin and Moscow?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Will it snow in Paris tomorrow?,weather_forecast,{'location': 'Paris'}
How do temperatures compare in San Francisco and Toronto?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Toronto'}"
Compare current conditions in Berlin and Toronto,weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
Will it rain today in my location?,precipitation_query,{'location': 'my location'}
Will there be any precipitation in my location?,precipitation_query,{'location': 'my location'}
"Which is colder, Seoul or Mumbai?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Mumbai'}"
Compare weather in current location and Amsterdam,weather_comparison,"{'location1': 'current location', 'location2': 'Amsterdam'}"
Temperature comparison between New York and London,weather_comparison,"{'location1': 'New York', 'location2': 'London'}"
Temperature comparison between Moscow and Amsterdam,weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
Weather contrast between Seoul and Dubai,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
"Which is warmer, New York or Amsterdam?",weather_comparison,"{'location1': 'New York', 'location2': 'Amsterdam'}"
Compare weather in my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
"Which city has better weather, here or Berlin?",weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
