text,intent,entities
Temperature comparison between Dubai and here,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
How's the weather different in here vs Dubai?,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
What's the weather difference between Singapore and here?,weather_comparison,"{'location1': 'Singapore', 'location2': 'here'}"
Weather comparison: Singapore versus my location,weather_comparison,"{'location1': 'Singapore', 'location2': 'my location'}"
What's the current temperature in San Francisco?,temperature_query,{'location': 'San Francisco'}
What's the temp in Dubai?,temperature_query,{'location': 'Dubai'}
Tell me the weather forecast for Amsterdam,weather_forecast,{'location': 'Amsterdam'}
Weather comparison: Dubai versus Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
What's the precipitation chance in Berlin?,precipitation_query,{'location': 'Berlin'}
"Which city has better weather, here or London?",weather_comparison,"{'location1': 'here', 'location2': 'London'}"
"Which is warmer, Paris or Rome?",weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
How do temperatures compare in Paris and San Francisco?,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
Weather comparison between Amsterdam and San Francisco,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
Weather update for current location,current_weather,{'location': 'current location'}
"Which city has better weather, Rome or here?",weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
Temperature comparison between Seoul and Toronto,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
How does the weather in Paris compare to Berlin?,weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
Compare weather in Rome and Singapore,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
Weather difference between Mumbai and Moscow,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Moscow'}"
How's the weather different in Tokyo vs Seoul?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Seoul'}"
"Which is warmer, Seoul or Rome?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Weather difference between Rome and current location,weather_comparison,"{'location1': 'Rome', 'location2': 'current location'}"
"Which city has better weather, Berlin or Singapore?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
Weather comparison between current location and Berlin,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
Weather comparison: London versus Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
What's the weather difference between here and London?,weather_comparison,"{'location1': 'here', 'location2': 'London'}"
Temperature comparison between Paris and Berlin,weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
Weather comparison between Moscow and Paris,weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
How does the weather in Sydney compare to Toronto?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
What's the temperature in Dubai?,temperature_query,{'location': 'Dubai'}
Weather comparison: current location versus my location,weather_comparison,"{'location1': 'current location', 'location2': 'my location'}"
Temperature comparison between Berlin and San Francisco,weather_comparison,"{'location1': 'Berlin', 'location2': 'San Francisco'}"
Compare current conditions in Rome and Amsterdam,weather_comparison,"{'location1': 'Rome', 'location2': 'Amsterdam'}"
Weather comparison between London and Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
Compare weather in Moscow and Mumbai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
"Which city has better weather, my location or New York?",weather_comparison,"{'location1': 'my location', 'location2': 'New York'}"
How's the weather different in my location vs Rome?,weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
How's the weather different in Berlin vs Tokyo?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Tokyo'}"
Weather difference between Mumbai and London,weather_comparison,"{'location1': 'Mumbai', 'location2': 'London'}"
How does the weather in here compare to Seoul?,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
How does the weather in Paris compare to Amsterdam?,weather_comparison,"{'location1': 'Paris', 'location2': 'Amsterdam'}"
How's the weather different in my location vs Amsterdam?,weather_comparison,"{'location1': 'my location', 'location2': 'Amsterdam'}"
Weather conditions in San Francisco,current_weather,{'location': 'San Francisco'}
"Which city has better weather, here or my location?",weather_comparison,"{'location1': 'here', 'location2': 'my location'}"
What's the weather difference between Singapore and San Francisco?,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
What's the heat index in Dubai?,temperature_query,{'location': 'Dubai'}
How do temperatures compare in San Francisco and Dubai?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Weather contrast between my location and Rome,weather_comparison,"{'location1': 'my location', 'location2': 'Rome'}"
Compare weather in San Francisco and Paris,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
Weather comparison between London and San Francisco,weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
Compare current conditions in current location and my location,weather_comparison,"{'location1': 'current location', 'location2': 'my location'}"
How does the weather in my location compare to Sydney?,weather_comparison,"{'location1': 'my location', 'location2': 'Sydney'}"
What's the rain forecast for here?,precipitation_query,{'location': 'here'}
Compare temperatures in San Francisco and Toronto,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Toronto'}"
Compare temperatures in Moscow and Rome,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
What's the weather difference between my location and Amsterdam?,weather_comparison,"{'location1': 'my location', 'location2': 'Amsterdam'}"
Weather comparison: Dubai versus Seoul,weather_comparison,"{'location1': 'Dubai', 'location2': 'Seoul'}"
Temperature in Sydney right now,temperature_query,{'location': 'Sydney'}
Compare current conditions in Dubai and here,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
Compare temperatures in Dubai and my location,weather_comparison,"{'location1': 'Dubai', 'location2': 'my location'}"
Weather difference between New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
"Which is colder, Sydney or London?",weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
What's the weather difference between London and San Francisco?,weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
How's the weather different in Toronto vs Dubai?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
Temperature comparison between Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
"Which city has better weather, Tokyo or here?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Compare temperatures in my location and Berlin,weather_comparison,"{'location1': 'my location', 'location2': 'Berlin'}"
How do temperatures compare in London and here?,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
What's the precipitation chance in my location?,precipitation_query,{'location': 'my location'}
Weather comparison: Paris versus Dubai,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
"Which is colder, Sydney or Mumbai?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
How warm is it in Mumbai?,temperature_query,{'location': 'Mumbai'}
Compare temperatures in Sydney and Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
How do temperatures compare in New York and current location?,weather_comparison,"{'location1': 'New York', 'location2': 'current location'}"
Weather contrast between Berlin and New York,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
Compare current conditions in Amsterdam and here,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
Temperature comparison between Sydney and San Francisco,weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
"Which is warmer, Seoul or current location?",weather_comparison,"{'location1': 'Seoul', 'location2': 'current location'}"
What's the weather difference between Seoul and Berlin?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Weather difference between Singapore and Tokyo,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
Compare temperatures in Berlin and Singapore,weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
How are you?,general_greeting,{}
Weather comparison: Singapore versus Sydney,weather_comparison,"{'location1': 'Singapore', 'location2': 'Sydney'}"
What's the current temperature in Tokyo?,temperature_query,{'location': 'Tokyo'}
What's the weather difference between Mumbai and Dubai?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Weather difference between Berlin and New York,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
What's the weather like in Mumbai?,current_weather,{'location': 'Mumbai'}
Will it rain tomorrow in Paris?,weather_forecast,{'location': 'Paris'}
How do temperatures compare in Rome and San Francisco?,weather_comparison,"{'location1': 'Rome', 'location2': 'San Francisco'}"
"Which is warmer, Rome or Moscow?",weather_comparison,"{'location1': 'Rome', 'location2': 'Moscow'}"
Compare current conditions in Berlin and Amsterdam,weather_comparison,"{'location1': 'Berlin', 'location2': 'Amsterdam'}"
Compare weather in my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
What's the weather difference between here and New York?,weather_comparison,"{'location1': 'here', 'location2': 'New York'}"
Is there any rain expected in Rome?,precipitation_query,{'location': 'Rome'}
"Which is warmer, Toronto or New York?",weather_comparison,"{'location1': 'Toronto', 'location2': 'New York'}"
What's the heat index in Tokyo?,temperature_query,{'location': 'Tokyo'}
"Which city has better weather, here or San Francisco?",weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
"Which city has better weather, Amsterdam or Rome?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
What's the chance of snow in Singapore?,precipitation_query,{'location': 'Singapore'}
Compare weather in Paris and Moscow,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Weather contrast between London and Singapore,weather_comparison,"{'location1': 'London', 'location2': 'Singapore'}"
Weather difference between Toronto and Amsterdam,weather_comparison,"{'location1': 'Toronto', 'location2': 'Amsterdam'}"
Weather contrast between Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
What's the weather going to be like in Moscow this weekend?,weather_forecast,{'location': 'Moscow'}
Weather contrast between Seoul and Paris,weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
"Which city has better weather, San Francisco or Sydney?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
How does the weather in Paris compare to San Francisco?,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
How's the weather different in San Francisco vs Moscow?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
